year,exporter_iso_code_3,importer_iso_code_3,product_category_code,money,mass
2020,DEU,KOR,90310,14892.31,477109.37
2020,DEU,KOR,90510,36371.83,1226117.02
2020,DEU,KOR,100210,279497.87,6349520.8
2020,DEU,KOR,100510,15405.77,338033.27
2020,DEU,KOR,150110,45180.73,2017568.95
2020,DEU,KOR,150210,12737.1,329138.34
2020,DEU,KOR,150410,37955.13,618111.15
2020,DEU,KOR,150610,85938.12,3236750.07
2020,DEU,KOR,270210,35484.45,1785443.21
2020,DEU,KOR,270310,35214.95,1028097.7
2020,DEU,KOR,390110,19981.5,8411.34
2020,DEU,KOR,390410,78080.21,36820.4
2020,DEU,KOR,440210,31915.16,9841.86
2020,DEU,KOR,520210,77719.12,29322.08
2020,DEU,KOR,520310,40808.2,9674.49
2020,DEU,KOR,610210,24996.85,12524.47
2020,DEU,KOR,610410,11897.73,4355.86
2020,DEU,KOR,610610,19301.58,9321.07
2020,DEU,KOR,620210,21418.82,12095.6
2020,DEU,KOR,620310,27408.48,32343.75
2020,DEU,KOR,640110,23028.03,21934.13
2020,DEU,KOR,640210,100884.77,49103.58
2020,DEU,KOR,720210,21063.05,23671.79
2020,DEU,KOR,720310,23243.71,28816.12
2020,DEU,KOR,720410,17877.15,7251.85
2020,DEU,KOR,730110,75647.33,29990.13
2020,DEU,KOR,730510,24870.76,12950.47
2020,DEU,KOR,730610,19603.29,10345.11
2020,DEU,KOR,840110,271882.34,229402.33
2020,DEU,KOR,840310,176584.28,42992.05
2020,DEU,KOR,840610,911850.06,1016428.83
2020,DEU,KOR,850410,8359.78,4254.25
2020,DEU,KOR,850510,21896.29,14115.76
2020,DEU,KOR,870110,52265.17,35147.8
2020,DEU,KOR,870310,93251.29,77802.24
2020,DEU,KOR,870610,6814.43,4265.82
2020,DEU,KOR,900210,9178.46,4543.48
2020,DEU,KOR,900310,67068.61,46270.36
2020,DEU,KOR,900510,25468.03,12823.38
2020,DEU,KOR,940210,31529.49,12817.28
2020,DEU,KOR,940310,28858.77,14310.64
2020,DEU,KOR,940510,1289472.72,271394.11
2020,DEU,LKA,10110,4247.41,181869.8
2020,DEU,LKA,90510,2216.43,64446.13
2020,DEU,LKA,390510,4319.44,2364.08
2020,DEU,LKA,520210,1921.37,2609.35
2020,DEU,LKA,610410,959.43,752.79
2020,DEU,LKA,620110,1638.69,1054.6
2020,DEU,LKA,620210,851.01,635.4
2020,DEU,LKA,730510,1076.28,720.56
2020,DEU,LKA,840110,5120.9,3250.83
2020,DEU,LKA,850510,706.98,455.03
2020,DEU,LKA,900510,950.99,645.36
2020,DEU,LKA,940210,390.88,381.5
2020,DEU,MAR,10110,6479.19,86610.71
2020,DEU,MAR,10510,3682.47,131686.36
2020,DEU,MAR,10610,5548.97,88039.81
2020,DEU,MAR,30110,1001.72,33656.38
2020,DEU,MAR,100210,24751.76,733629.58
2020,DEU,MAR,150210,5485.18,150357.97
2020,DEU,MAR,150410,4904.0,109820.52
2020,DEU,MAR,270310,3189.29,69961.23
2020,DEU,MAR,390110,3834.49,1798.15
2020,DEU,MAR,390410,5071.57,3038.32
2020,DEU,MAR,390510,9424.65,5441.93
2020,DEU,MAR,610210,1656.78,918.52
2020,DEU,MAR,610410,4913.35,4188.38
2020,DEU,MAR,620110,6611.07,3204.05
2020,DEU,MAR,620210,2763.05,1804.28
2020,DEU,MAR,620310,5052.74,2517.93
2020,DEU,MAR,620510,303343.48,198790.48
2020,DEU,MAR,640110,4030.02,1476.64
2020,DEU,MAR,640210,21859.87,13763.57
2020,DEU,MAR,720210,3824.31,3038.82
2020,DEU,MAR,720310,1647.13,1900.01
2020,DEU,MAR,720410,5687.31,2166.03
2020,DEU,MAR,840110,22733.02,17749.42
2020,DEU,MAR,840310,45743.51,24193.56
2020,DEU,MAR,850510,3140.61,1367.0
2020,DEU,MAR,870310,16148.26,10714.52
2020,DEU,MAR,870510,10608.03,5545.56
2020,DEU,MAR,900310,9869.66,6737.41
2020,DEU,MAR,900510,2881.38,2597.38
2020,DEU,MAR,940310,832.67,632.05
2020,DEU,MAR,940510,156224.07,72454.28
2020,DEU,MEX,10510,14423.63,449500.93
2020,DEU,MEX,30110,7407.1,139481.01
2020,DEU,MEX,30510,12001.54,229624.34
2020,DEU,MEX,90310,28547.01,995701.7
2020,DEU,MEX,90410,14948.75,450920.65
2020,DEU,MEX,90510,24682.38,625244.06
2020,DEU,MEX,100510,9145.29,143568.59
2020,DEU,MEX,150110,34030.92,1048113.71
2020,DEU,MEX,150210,17966.28,495486.82
2020,DEU,MEX,150310,60572.41,2160925.5
2020,DEU,MEX,150610,61413.9,1815810.0
2020,DEU,MEX,260110,20104.21,485155.73
2020,DEU,MEX,260510,7549.02,181451.92
2020,DEU,MEX,270310,13213.86,349742.74
2020,DEU,MEX,390110,17694.76,5528.67
2020,DEU,MEX,390410,31808.97,16591.51
2020,DEU,MEX,390510,124056.59,88969.09
2020,DEU,MEX,440210,17096.76,9646.33
2020,DEU,MEX,520310,53081.84,38917.65
2020,DEU,MEX,610210,16511.31,10607.72
2020,DEU,MEX,610410,12281.44,5070.3
2020,DEU,MEX,610610,10122.61,4473.66
2020,DEU,MEX,620110,45444.18,18917.41
2020,DEU,MEX,620210,60609.25,24808.99
2020,DEU,MEX,620310,19579.84,11349.32
2020,DEU,MEX,620510,1612869.02,768594.36
2020,DEU,MEX,640110,26474.15,19081.88
2020,DEU,MEX,640210,318791.14,98313.92
2020,DEU,MEX,720210,14397.82,6294.55
2020,DEU,MEX,720310,6845.17,6091.04
2020,DEU,MEX,720410,11291.83,5475.98
2020,DEU,MEX,730110,28227.19,11583.01
2020,DEU,MEX,730510,15534.25,4167.04
2020,DEU,MEX,730610,11968.04,3897.04
2020,DEU,MEX,840110,199499.02,169390.97
2020,DEU,MEX,840310,207386.94,110111.5
2020,DEU,MEX,840610,345543.21,257143.18
2020,DEU,MEX,850410,14152.2,3593.46
2020,DEU,MEX,850510,7934.59,4777.71
2020,DEU,MEX,870110,79732.47,36685.42
2020,DEU,MEX,870310,79494.66,40026.13
2020,DEU,MEX,870510,76247.86,83410.25
2020,DEU,MEX,870610,12914.49,7371.56
2020,DEU,MEX,900310,48142.74,31607.52
2020,DEU,MEX,900510,6538.08,5517.82
2020,DEU,MEX,940210,15081.71,12338.28
2020,DEU,MEX,940310,32111.81,24963.79
2020,DEU,MEX,940510,529159.21,167155.56
2020,DEU,MEX,940610,54326.39,23241.02
2020,DEU,MYS,10110,16640.17,292966.45
2020,DEU,MYS,10510,4720.49,74200.77
2020,DEU,MYS,10610,7133.07,299882.55
2020,DEU,MYS,30110,2761.08,98900.63
2020,DEU,MYS,30510,3802.74,70474.11
2020,DEU,MYS,90310,2146.95,54961.06
2020,DEU,MYS,90410,5535.06,60859.77
2020,DEU,MYS,90510,6327.05,140676.09
2020,DEU,MYS,100210,243981.3,3770964.32
2020,DEU,MYS,100510,2262.53,64852.5
2020,DEU,MYS,150110,10841.16,156635.63
2020,DEU,MYS,150210,1786.78,55945.81
2020,DEU,MYS,150310,48591.43,639498.95
2020,DEU,MYS,150410,8409.21,308920.55
2020,DEU,MYS,150610,12476.94,189742.25
2020,DEU,MYS,260110,7684.17,132751.42
2020,DEU,MYS,270210,4157.27,90371.84
2020,DEU,MYS,270310,4364.7,81340.48
2020,DEU,MYS,390110,4225.64,2703.64
2020,DEU,MYS,390410,19086.64,6927.5
2020,DEU,MYS,440210,16512.55,7349.45
2020,DEU,MYS,610210,6576.38,1879.84
2020,DEU,MYS,610410,4173.33,3293.68
2020,DEU,MYS,610610,5116.12,4148.32
2020,DEU,MYS,620110,27718.37,18598.1
2020,DEU,MYS,620210,13351.42,4094.65
2020,DEU,MYS,620310,5616.58,2083.58
2020,DEU,MYS,620510,1147582.48,1053072.35
2020,DEU,MYS,640110,10749.99,4872.96
2020,DEU,MYS,720210,2706.66,2571.72
2020,DEU,MYS,720310,3783.33,1776.35
2020,DEU,MYS,730110,17755.75,8616.46
2020,DEU,MYS,730510,6422.83,5734.85
2020,DEU,MYS,730610,4743.67,3013.91
2020,DEU,MYS,840110,56918.16,31357.74
2020,DEU,MYS,840310,48539.68,45182.85
2020,DEU,MYS,840610,183879.13,102860.22
2020,DEU,MYS,850410,2885.39,1424.87
2020,DEU,MYS,870110,48782.02,43469.68
2020,DEU,MYS,870310,21054.55,13932.88
2020,DEU,MYS,870510,19747.77,16547.03
2020,DEU,MYS,870610,4134.01,4815.14
2020,DEU,MYS,900210,1120.7,770.14
2020,DEU,MYS,900310,26082.13,17148.12
2020,DEU,MYS,900510,7001.38,6251.26
2020,DEU,MYS,940310,10855.28,7560.11
2020,DEU,MYS,940510,206082.89,138627.6
2020,DEU,MYS,940610,16678.32,7420.78
2020,DEU,NGA,10110,15920.81,365060.95
2020,DEU,NGA,10510,7345.33,154369.67
2020,DEU,NGA,10610,16265.1,452000.18
2020,DEU,NGA,90310,6683.5,108072.3
2020,DEU,NGA,90410,12353.55,230759.14
2020,DEU,NGA,100210,39543.13,1955873.2
2020,DEU,NGA,100510,6248.77,248044.57
2020,DEU,NGA,150210,6025.38,141707.43
2020,DEU,NGA,150310,46202.31,1583811.52
2020,DEU,NGA,260110,8472.02,177672.35
2020,DEU,NGA,260510,6183.69,135789.06
2020,DEU,NGA,270210,7899.29,367163.94
2020,DEU,NGA,270310,7850.77,198380.12
2020,DEU,NGA,390410,13249.08,10856.79
2020,DEU,NGA,390510,25422.45,13389.43
2020,DEU,NGA,520210,24999.9,12717.98
2020,DEU,NGA,520310,9038.09,3445.65
2020,DEU,NGA,610210,15430.26,7247.17
2020,DEU,NGA,610410,4049.34,4305.39
2020,DEU,NGA,620110,10674.46,5589.31
2020,DEU,NGA,620310,12624.92,4938.73
2020,DEU,NGA,620510,1410074.24,970932.41
2020,DEU,NGA,640210,73323.77,19687.56
2020,DEU,NGA,720210,6103.8,3537.37
2020,DEU,NGA,720310,7021.07,3755.88
2020,DEU,NGA,730110,17642.85,5800.14
2020,DEU,NGA,730510,10499.92,4054.21
2020,DEU,NGA,730610,2947.87,2407.74
2020,DEU,NGA,840110,65714.4,34489.14
2020,DEU,NGA,840310,53166.71,26097.0
2020,DEU,NGA,840610,83248.51,50768.22
2020,DEU,NGA,850410,2851.17,1359.57
2020,DEU,NGA,850510,6242.56,3305.45
2020,DEU,NGA,870110,58920.98,26900.62
2020,DEU,NGA,870310,36119.88,16103.72
2020,DEU,NGA,870510,38391.75,14003.12
2020,DEU,NGA,870610,11981.96,11129.2
2020,DEU,NGA,900210,3473.97,1488.74
2020,DEU,NGA,900310,21826.93,28599.91
2020,DEU,NGA,940210,7675.9,2121.15
2020,DEU,NGA,940310,10379.21,5038.6
2020,DEU,NGA,940510,480760.09,230138.9
2020,DEU,NGA,940610,12280.52,5927.23
2020,DEU,NLD,10110,209170.59,7477748.45
2020,DEU,NLD,10510,219071.74,3818995.1
2020,DEU,NLD,10610,115735.26,2243954.59
2020,DEU,NLD,30110,19317.18,537165.07
2020,DEU,NLD,30510,127063.1,3140197.12
2020,DEU,NLD,90410,59492.81,2036536.29
2020,DEU,NLD,100210,1410494.73,49186142.33
2020,DEU,NLD,150110,83190.51,1432351.03
2020,DEU,NLD,150210,40396.22,1776838.89
2020,DEU,NLD,150310,235850.78,2194463.4
2020,DEU,NLD,150410,64431.46,2369824.58
2020,DEU,NLD,260110,66180.24,2350901.37
2020,DEU,NLD,270210,42900.56,711775.58
2020,DEU,NLD,270310,47524.08,1296065.98
2020,DEU,NLD,390410,55621.67,47932.07
2020,DEU,NLD,390510,62633.0,24519.25
2020,DEU,NLD,440210,73886.7,55966.76
2020,DEU,NLD,520310,46707.25,25960.06
2020,DEU,NLD,610210,33655.52,17693.53
2020,DEU,NLD,610410,39779.53,20294.09
2020,DEU,NLD,610610,40795.82,18216.72
2020,DEU,NLD,620110,106706.04,84216.99
2020,DEU,NLD,620210,158020.16,104320.72
2020,DEU,NLD,620310,44267.9,9673.59
2020,DEU,NLD,620510,4888067.72,4173468.95
2020,DEU,NLD,640210,483035.83,257156.3
2020,DEU,NLD,720210,52583.06,29277.4
2020,DEU,NLD,720310,45612.12,22843.21
2020,DEU,NLD,720410,32429.72,22823.22
2020,DEU,NLD,730110,81202.46,45343.92
2020,DEU,NLD,730510,157347.96,95442.97
2020,DEU,NLD,730610,19381.99,13357.64
2020,DEU,NLD,840110,310339.3,141109.33
2020,DEU,NLD,840310,503834.58,266857.58
2020,DEU,NLD,840610,2664469.53,2030021.3
2020,DEU,NLD,850410,40861.23,11895.35
2020,DEU,NLD,850510,52564.09,21506.9
2020,DEU,NLD,870110,225690.71,233526.35
2020,DEU,NLD,870310,124360.76,56445.43
2020,DEU,NLD,870510,120520.49,81315.91
2020,DEU,NLD,870610,56815.17,22439.27
2020,DEU,NLD,900210,19871.99,11064.99
2020,DEU,NLD,900310,191952.73,111846.61
2020,DEU,NLD,900510,69431.74,59351.76
2020,DEU,NLD,940210,61273.39,37857.74
2020,DEU,NLD,940310,63593.04,34244.82
2020,DEU,NLD,940510,2641388.49,1716395.82
2020,DEU,NLD,940610,116710.04,46022.44
2020,DEU,PAK,10110,11763.15,230056.75
2020,DEU,PAK,30510,7620.55,130725.77
2020,DEU,PAK,90310,2481.24,47936.55
2020,DEU,PAK,90410,1880.82,63327.77
2020,DEU,PAK,150210,2244.23,34471.13
2020,DEU,PAK,150310,23608.74,390241.45
2020,DEU,PAK,150410,8354.88,145074.77
2020,DEU,PAK,260110,2490.14,115320.75
2020,DEU,PAK,270310,2496.05,39834.12
2020,DEU,PAK,390110,1907.08,629.12
2020,DEU,PAK,390410,5842.74,4793.45
2020,DEU,PAK,390510,11030.59,7373.18
2020,DEU,PAK,520210,9959.56,6248.36
2020,DEU,PAK,520310,1333.78,850.96
2020,DEU,PAK,620110,4484.11,2110.66
2020,DEU,PAK,620310,6651.44,2157.5
2020,DEU,PAK,720310,3932.28,2201.12
2020,DEU,PAK,720410,1206.23,1083.96
2020,DEU,PAK,730110,6894.39,2962.35
2020,DEU,PAK,730510,8061.34,4349.92
2020,DEU,PAK,730610,1322.4,802.44
2020,DEU,PAK,840310,62015.09,38392.86
2020,DEU,PAK,870510,6435.45,3053.25
2020,DEU,PAK,870610,4863.87,2313.84
2020,DEU,PAK,900210,2282.78,2241.13
2020,DEU,PAK,940610,8656.93,6886.92
2020,DEU,PER,10510,2689.23,69818.13
2020,DEU,PER,30110,1929.57,45720.42
2020,DEU,PER,30510,3293.42,43020.77
2020,DEU,PER,90310,3082.48,83348.11
2020,DEU,PER,100210,58537.55,787697.18
2020,DEU,PER,100510,1302.62,29504.42
2020,DEU,PER,150110,3452.87,90353.56
2020,DEU,PER,150310,58798.51,1049789.2
2020,DEU,PER,150610,10226.13,219357.22
2020,DEU,PER,260110,3816.36,72792.5
2020,DEU,PER,270210,4284.09,123623.38
2020,DEU,PER,390110,3135.26,1942.8
2020,DEU,PER,390410,14589.96,27275.12
2020,DEU,PER,610210,3010.69,1734.21
2020,DEU,PER,620110,6213.7,2101.63
2020,DEU,PER,620210,10542.67,4494.5
2020,DEU,PER,620510,290294.58,177897.89
2020,DEU,PER,640110,5314.9,3865.16
2020,DEU,PER,730510,3401.77,2454.78
2020,DEU,PER,850510,3474.39,2269.3
2020,DEU,PER,870110,23837.88,15346.02
2020,DEU,PER,870310,23245.06,7950.89
2020,DEU,PER,870610,1800.03,874.66
2020,DEU,PER,900210,2784.1,983.82
2020,DEU,PER,900310,13848.44,9609.6
2020,DEU,POL,10110,169885.93,5665258.36
2020,DEU,POL,10510,66170.14,3809548.61
2020,DEU,POL,10610,54439.02,1125871.54
2020,DEU,POL,30110,37093.93,666773.36
2020,DEU,POL,30510,36403.9,895903.31
2020,DEU,POL,90310,31440.18,1075053.47
2020,DEU,POL,90410,81495.8,2000359.48
2020,DEU,POL,90510,49102.67,1578897.12
2020,DEU,POL,100210,587253.19,19187968.81
2020,DEU,POL,100510,12963.45,194832.8
2020,DEU,POL,150310,454070.71,15510424.58
2020,DEU,POL,150410,33705.44,644695.57
2020,DEU,POL,150610,90385.77,3057647.8
2020,DEU,POL,260110,41984.03,826597.93
2020,DEU,POL,260510,6802.59,199208.55
2020,DEU,POL,270210,37704.59,1145386.48
2020,DEU,POL,270310,15013.47,479260.99
2020,DEU,POL,390110,22980.19,13265.84
2020,DEU,POL,390410,53559.47,38880.69
2020,DEU,POL,390510,63018.01,37696.32
2020,DEU,POL,440210,66104.18,27400.56
2020,DEU,POL,520210,130284.99,64862.67
2020,DEU,POL,520310,60386.58,42589.84
2020,DEU,POL,610410,30990.47,14226.84
2020,DEU,POL,620110,95877.26,63103.65
2020,DEU,POL,620210,125064.37,87653.09
2020,DEU,POL,620310,46973.33,23318.89
2020,DEU,POL,620510,2206394.3,552512.29
2020,DEU,POL,640110,49527.27,20642.9
2020,DEU,POL,640210,369005.83,182334.08
2020,DEU,POL,720210,25840.89,12988.23
2020,DEU,POL,720310,32202.51,16380.6
2020,DEU,POL,720410,21884.23,17488.22
2020,DEU,POL,730110,57763.33,26967.56
2020,DEU,POL,730610,16480.09,6110.6
2020,DEU,POL,840310,360302.38,191948.34
2020,DEU,POL,840610,781045.39,679281.47
2020,DEU,POL,850410,13758.3,10813.74
2020,DEU,POL,850510,16916.0,4865.52
2020,DEU,POL,870110,221287.65,134838.63
2020,DEU,POL,870310,128442.58,181349.26
2020,DEU,POL,870510,262541.07,206716.01
2020,DEU,POL,870610,15071.34,7901.2
2020,DEU,POL,900210,5622.26,5736.8
2020,DEU,POL,900510,23625.71,16810.0
2020,DEU,POL,940210,56573.45,23650.91
2020,DEU,POL,940310,43187.81,24071.63
2020,DEU,POL,940510,823463.76,339332.49
2020,DEU,POL,940610,121998.61,65211.45
2020,DEU,RUS,10110,426312.61,13472681.1
2020,DEU,RUS,10510,58255.15,1094977.06
2020,DEU,RUS,10610,240879.34,5337561.43
2020,DEU,RUS,30510,82381.75,2250751.72
2020,DEU,RUS,90310,55210.19,978001.92
2020,DEU,RUS,90410,99880.83,2580071.04
2020,DEU,RUS,90510,94568.87,4436525.77
2020,DEU,RUS,100210,2439731.28,58111524.38
2020,DEU,RUS,100510,52127.56,1253159.18
2020,DEU,RUS,150110,217985.74,3894943.19
2020,DEU,RUS,150210,65040.98,2074386.85
2020,DEU,RUS,150310,522983.15,18338146.67
2020,DEU,RUS,150410,78660.13,3522722.55
2020,DEU,RUS,150610,301336.15,13350019.67
2020,DEU,RUS,260110,65640.48,2245028.86
2020,DEU,RUS,260510,13651.33,636781.06
2020,DEU,RUS,270210,79917.39,2278773.23
2020,DEU,RUS,270310,56475.53,1746843.91
2020,DEU,RUS,390110,58445.74,21464.53
2020,DEU,RUS,390410,131528.37,58020.98
2020,DEU,RUS,390510,144340.98,47392.94
2020,DEU,RUS,440210,177403.83,91700.18
2020,DEU,RUS,520210,187489.53,105431.07
2020,DEU,RUS,520310,128847.64,102427.05
2020,DEU,RUS,610210,108445.57,74477.73
2020,DEU,RUS,610410,74143.43,24755.73
2020,DEU,RUS,610610,74452.6,70121.2
2020,DEU,RUS,620110,300650.49,192153.45
2020,DEU,RUS,620210,346887.22,227468.5
2020,DEU,RUS,620310,105928.72,147622.99
2020,DEU,RUS,620510,3826203.58,2004253.3
2020,DEU,RUS,640110,133090.68,116907.32
2020,DEU,RUS,640210,746660.91,231038.06
2020,DEU,RUS,720210,43574.05,28526.66
2020,DEU,RUS,720310,95065.98,35210.48
2020,DEU,RUS,720410,27796.03,16816.42
2020,DEU,RUS,730110,192437.42,97518.35
2020,DEU,RUS,730510,139744.45,57154.61
2020,DEU,RUS,730610,78831.31,37242.15
2020,DEU,RUS,840110,749658.77,366506.64
2020,DEU,RUS,840310,848938.95,465278.77
2020,DEU,RUS,840610,787927.28,328869.25
2020,DEU,RUS,850410,50756.26,22615.67
2020,DEU,RUS,850510,60350.28,35150.46
2020,DEU,RUS,870110,375582.35,203270.37
2020,DEU,RUS,870310,777220.45,470729.69
2020,DEU,RUS,870510,236338.98,193713.71
2020,DEU,RUS,870610,88317.71,31404.94
2020,DEU,RUS,900210,56384.16,23782.17
2020,DEU,RUS,900310,420018.08,196624.12
2020,DEU,RUS,900510,55593.26,70679.93
2020,DEU,RUS,940210,75702.91,57754.41
2020,DEU,RUS,940310,100330.21,65767.25
2020,DEU,SAU,10110,31741.97,609249.19
2020,DEU,SAU,10510,17096.92,339928.19
2020,DEU,SAU,30110,20532.07,661159.57
2020,DEU,SAU,30510,38476.27,739628.19
2020,DEU,SAU,90310,15846.63,433879.06
2020,DEU,SAU,90410,46196.07,1344092.19
2020,DEU,SAU,90510,18920.03,599041.3
2020,DEU,SAU,100210,182694.86,4060817.14
2020,DEU,SAU,100510,12377.84,231156.12
2020,DEU,SAU,150110,16640.69,410685.08
2020,DEU,SAU,150210,33094.2,803843.47
2020,DEU,SAU,150310,87716.48,2103379.39
2020,DEU,SAU,150410,29366.78,670873.01
2020,DEU,SAU,150610,72743.0,2587494.16
2020,DEU,SAU,260110,16561.53,571525.49
2020,DEU,SAU,260510,12484.4,207493.21
2020,DEU,SAU,270210,25380.32,423552.37
2020,DEU,SAU,270310,19759.34,397481.53
2020,DEU,SAU,390110,15296.38,5648.39
2020,DEU,SAU,390410,39001.13,18694.69
2020,DEU,SAU,390510,32282.45,10799.24
2020,DEU,SAU,440210,37077.36,23781.33
2020,DEU,SAU,520210,43703.14,40490.16
2020,DEU,SAU,520310,10779.98,5376.17
2020,DEU,SAU,610210,31356.09,12122.78
2020,DEU,SAU,610410,7344.61,3592.72
2020,DEU,SAU,610610,25927.77,13533.67
2020,DEU,SAU,620110,19543.7,9353.0
2020,DEU,SAU,620210,21341.57,14225.03
2020,DEU,SAU,620510,807679.86,289326.6
2020,DEU,SAU,640110,26964.87,17735.34
2020,DEU,SAU,640210,90671.25,102206.47
2020,DEU,SAU,720210,13153.26,7027.24
2020,DEU,SAU,720310,10028.8,4323.64
2020,DEU,SAU,720410,18359.39,7218.14
2020,DEU,SAU,730510,24866.04,14982.62
2020,DEU,SAU,730610,26499.25,18454.91
2020,DEU,SAU,840110,81762.56,44877.56
2020,DEU,SAU,840310,121046.38,24050.03
2020,DEU,SAU,840610,414385.86,204515.52
2020,DEU,SAU,850410,31649.72,29790.44
2020,DEU,SAU,850510,6669.29,3875.55
2020,DEU,SAU,870310,91289.88,58267.42
2020,DEU,SAU,870510,64528.8,29909.19
2020,DEU,SAU,900210,11492.17,8466.14
2020,DEU,SAU,900310,157763.08,114730.37
2020,DEU,SAU,900510,23616.19,16384.99
2020,DEU,SAU,940210,8684.7,3300.77
2020,DEU,SAU,940310,27508.05,9718.19
2020,DEU,SAU,940510,719128.25,367169.43
2020,DEU,SAU,940610,69427.29,71323.7
2020,DEU,SWE,10110,75839.2,1627302.01
2020,DEU,SWE,10510,11961.53,366563.1
2020,DEU,SWE,10610,72106.83,1491484.13
2020,DEU,SWE,30510,23610.29,739081.0
2020,DEU,SWE,90310,14033.93,634776.06
2020,DEU,SWE,100510,39643.86,1565587.63
2020,DEU,SWE,150110,46555.55,1057924.48
2020,DEU,SWE,150210,14548.82,557240.56
2020,DEU,SWE,150410,54792.75,880775.85
2020,DEU,SWE,150610,102893.53,2260140.94
2020,DEU,SWE,260110,63862.68,1013754.51
2020,DEU,SWE,260510,35049.04,466023.98
2020,DEU,SWE,270210,24515.87,470015.31
2020,DEU,SWE,270310,44576.86,806911.31
2020,DEU,SWE,390510,53973.37,34320.4
2020,DEU,SWE,440210,93452.92,32283.58
2020,DEU,SWE,520210,100050.62,68340.91
2020,DEU,SWE,520310,20235.16,12168.59
2020,DEU,SWE,610410,21286.97,11120.83
2020,DEU,SWE,610610,10119.19,6272.32
2020,DEU,SWE,620110,120152.52,40006.45
2020,DEU,SWE,620210,31071.47,13308.41
2020,DEU,SWE,620510,3711410.66,2918170.49
2020,DEU,SWE,640110,31978.09,15239.43
2020,DEU,SWE,640210,196616.68,63103.93
2020,DEU,SWE,720310,35984.85,28034.82
2020,DEU,SWE,720410,14506.82,9472.25
2020,DEU,SWE,730110,86761.23,48920.12
2020,DEU,SWE,730510,38535.82,14234.5
2020,DEU,SWE,730610,14871.37,9634.65
2020,DEU,SWE,840110,423257.98,181184.94
2020,DEU,SWE,840310,142656.77,114139.34
2020,DEU,SWE,840610,702561.07,413950.97
2020,DEU,SWE,850410,25996.84,19401.97
2020,DEU,SWE,850510,14785.04,6169.99
2020,DEU,SWE,870110,139670.44,68343.81
2020,DEU,SWE,870310,139981.83,130673.27
2020,DEU,SWE,870610,18951.51,13477.0
2020,DEU,SWE,900210,26128.25,12179.14
2020,DEU,SWE,900310,52284.09,33985.88
2020,DEU,SWE,900510,25748.03,14772.31
2020,DEU,SWE,940210,19206.48,15441.52
2020,DEU,SWE,940310,28410.88,33040.27
2020,DEU,SWE,940610,106348.17,86357.37
2020,DEU,THA,10110,20222.53,504691.83
2020,DEU,THA,10610,9479.23,261402.41
2020,DEU,THA,30510,17326.5,448710.02
2020,DEU,THA,90310,3843.29,90909.38
2020,DEU,THA,90410,6873.0,209913.24
2020,DEU,THA,100510,6027.75,122921.11
2020,DEU,THA,150110,19423.14,487329.34
2020,DEU,THA,150210,2979.01,46134.31
2020,DEU,THA,150310,112659.13,1580263.98
2020,DEU,THA,150410,29026.04,1074660.97
2020,DEU,THA,150610,48262.37,2494631.36
2020,DEU,THA,260110,13943.7,407304.42
2020,DEU,THA,260510,2011.64,64563.65
2020,DEU,THA,270210,3211.35,76617.26
2020,DEU,THA,270310,4756.75,156910.25
2020,DEU,THA,390410,14736.38,4895.27
2020,DEU,THA,390510,15541.21,11819.66
2020,DEU,THA,440210,36313.56,20200.39
2020,DEU,THA,520310,30301.55,17120.07
2020,DEU,THA,610410,3934.32,3694.36
2020,DEU,THA,620210,8119.79,9907.04
2020,DEU,THA,620310,7550.59,2928.61
2020,DEU,THA,620510,602195.32,444109.66
2020,DEU,THA,640110,9484.51,4460.48
2020,DEU,THA,720210,5616.78,3403.09
2020,DEU,THA,720410,4232.14,2662.56
2020,DEU,THA,730110,15558.09,6616.72
2020,DEU,THA,730510,9372.31,6596.1
2020,DEU,THA,730610,5340.92,4386.4
2020,DEU,THA,840310,96437.52,70191.45
2020,DEU,THA,840610,110376.23,43074.21
2020,DEU,THA,850410,8880.82,4562.92
2020,DEU,THA,870110,45717.89,29454.77
2020,DEU,THA,870510,62744.47,30612.39
2020,DEU,THA,870610,5940.22,3120.53
2020,DEU,THA,900210,7123.91,2960.11
2020,DEU,THA,900310,74693.02,58991.99
2020,DEU,THA,900510,11420.85,6832.75
2020,DEU,THA,940310,9185.91,4095.01
2020,DEU,THA,940510,362643.52,438104.11
2020,DEU,THA,940610,32901.56,18281.66
2020,DEU,TUR,10110,53991.33,1174019.8
2020,DEU,TUR,10510,30604.84,600669.64
2020,DEU,TUR,10610,33926.76,1253414.5
2020,DEU,TUR,30110,29165.75,741966.32
2020,DEU,TUR,30510,27562.29,580954.05
2020,DEU,TUR,90310,28900.5,639012.19
2020,DEU,TUR,90410,74803.35,2649513.9
2020,DEU,TUR,90510,70207.45,1153050.98
2020,DEU,TUR,100210,646201.54,10066311.06
2020,DEU,TUR,150110,30691.86,698772.74
2020,DEU,TUR,150210,31451.54,729242.91
2020,DEU,TUR,150310,600113.74,17675369.06
2020,DEU,TUR,150610,212733.27,5733522.89
2020,DEU,TUR,260110,47661.67,956303.98
2020,DEU,TUR,260510,21110.51,384615.26
2020,DEU,TUR,270210,47432.83,2440313.34
2020,DEU,TUR,270310,31977.59,715123.99
2020,DEU,TUR,390110,14400.66,6586.3
2020,DEU,TUR,390410,42895.55,16062.46
2020,DEU,TUR,390510,158113.7,57700.86
2020,DEU,TUR,440210,71120.06,26210.94
